artist,song,text
Doors,Don't Go No Farther,"You need meat,  
Go to the market.  
You need bread,  
Try the bakery.  
You need lovin',  
Look here, baby.  
I got just what you need.  
I gotta love somebody.  
I gotta love somebody.  
I gotta love somebody.  
Somebody gonna love me.  
You need money,  
Go to the bank, dear.  
You need honey,  
Look to the bees.  
You need lovin',  
Come on here, woman.  
Well, I got just what you need.  
I wanna love somebody.  
I gotta love somebody.  
I gotta love somebody.  
Somebody gonna love me.  
Oh, play it now.  
You need meat,  
Go to the market.  
You need bread,  
Try the bakery.  
If you need lovin',  
Come on here, baby.  
Well, I got just what you need.  
I wanna love somebody.  
Yeah, love somebody.  
I gotta love somebody.  
Somebody got to love me.  
Play your guitar.  
You need money,  
Go to the bank, dear.  
If you need honey,  
Go find a bee.  
If need lovin',  
Well I'm your doctor.  
I've got people sick  
On what you need.  
I gotta love somebody.  
Whoa, love.  
I wanna love somebody.  
Somebody gonna love me.

"
Doors,End Of The Night,"Take the highway to the end of the night  
End of the night, end of the night  
Take a journey to the bright midnight  
End of the night, end of the night  
Realms of bliss, realms of light  
Some are born to sweet delight  
Some are born to sweet delight  
Some are born to the endless night  
End of the night, end of the night  
End of the night, end of the night  
Realms of bliss, realms of light  
Some are born to sweet delight  
Some are born to sweet delight  
Some are born to the endless night  
End of the night, end of the night  
End of the night, end of the night

"
Doors,Five To One,"Yeah, come on, Love my girl  
She lookin' good, come on, One more  
Five to one, baby  
One in five  
  
No one here gets out alive, now  
You get yours, baby  
I'll get mine  
Gonna make it, baby  
  
If we try  
The old get old  
And the young get stronger  
May take a week  
  
And it may take longer  
They got the guns  
But we got the numbers  
Gonna win, yeah  
  
We're takin' over  
Come on!  
Yeah!  
Your ballroom days are over, baby  
  
Night is drawing near  
Shadows of the evening crawl across the years  
Ya walk across the floor with a flower in your hand  
Trying to tell me no one understands  
  
Trade in your hours for a handful dimes  
Gonna' make it, baby, in our prime  
Come together one more time  
Get together one more time  
  
Get together one more time  
Get together, aha  
Get together one more time!  
Get together one more time!  
  
Get together one more time  
Get together one more time  
Get together, gotta, get together  
Ohh!  
  
Hey, come on, honey  
You won't have along wait for me, baby  
I'll be there in just a little while  
You see, I gotta go out in this car with these people and...  
  
Get together one more time  
Get together one more time  
Get together, got to  
Get together, got to  
  
Get together, got to  
Take you up in my room and...  
Hah-hah-hah-hah-hah  
Love my girl  
  
She lookin' good, lookin' real good  
Love ya, come on

"
Doors,Gloria,"Yeah, right.  
Did you hear about my baby? She come around,  
She come round here, the head to the ground?  
Come round here just about midnight,  
She makes me feel so good, make me feel all right.  
  
She come round my street, now  
She come to my house and  
Knock upon my door  
Climbing up my stairs, one, two  
[Unwriteable improvisation]  
Come on baby  
Here she is in my room, oh boy  
I want you step inside  
I want you take a little ride  
Oh ride, oh ride, ok yeah yeah hey hey what aa oh right.  
  
Hey what's your name?  
How old are you?  
Where'd you go to school?  
Aha, yeah  
Aha, yeah  
Ah, ah yeah, ah yeah  
Oh haa, mmm  
  
Well, now that we know each other a little bit better,  
Why don't you come over here  
Make me feel all right!  
  
Gloria, gloria  
Gloria, gloria  
Gloria, gloria  
All night, all day  
All right, okey, yey!  
(Gloria, gloria)  
  
You were my queen and I was your fool,  
Riding home after school.  
You took me home  
To your house.  
Your father's at work,  
Your mama's out shopping around.  
Check me into your room.  
Show me your thing.  
Why'd you do it baby?  
  
Getting softer, slow it down  
Softer, get it down  
  
Now you show me your thing.  
Wrap your legs around my neck,  
Wrap your arms around my feet, yeah  
Wrap your hair around my skin.  
I'm gonna huh, right, ok, yeah.  
  
It's getting harder, it's getting too darn fast  
It's getting harder  
  
All right!  
Come on, now, let's get it on.  
Too late, too late, too late,  
Too late, too late, too late,  
Can't stop, wow!  
Make me feel all right!  
  
Gloria, gloria  
Gloria, gloria  
All night, all day  
All right, okey, yey!  
Gloria, gloria  
  
Keep the whole thing going, baby!  
All right!  
All right!  
Aaaaah

"
Doors,"Hello, I Love You","Hello, I love you, won't you tell me your name?  
Hello, I love you, let me jump in your game  
Hello, I love you, won't you tell me your name?  
Hello, I love you, let me jump in your game  
She's walking down the street  
Blind to every eye she meets  
Do you think you'll be the guy  
To make the queen of the angels sigh?  
Hello, I love you, won't you tell me your name?  
Hello, I love you, let me jump in your game  
Hello, I love you, won't you tell me your name?  
Hello, I love you, let me jump in your game  
She holds her head so high, like a statue in the sky  
Her arms are wicked, and her legs are long  
When she moves my brain screams out this song  
Sidewalk crouches at her feet  
Like a dog that begs for something sweet  
Do you hope to make her see, you fool?  
Do you hope to pluck this dusky jewel?  
Hello, hello, hello, hello, hello, hello, hello  
I want you, hello, I need my baby  
Hello, hello, hello, hello

"
Doors,Heroin,"I  
Don't know  
Just where I'm going  
But I'm  
Gonna try  
For the kingdom  
If I can  
Cuz it makes me feel like I'm a man  
When I put a spike into my vain  
And I tell you things aren't quite the same  
When I'm rushing on my run  
And I feel just like Jesus' son  
And I guess  
That I just don't know  
And I guess  
That I just don't know  
  
I  
Have made  
Big decisions  
I'm  
Gonna try  
To nullify my life  
Cuz when the blood  
Begins to flow  
When it shoots up the droppers neck  
When I'm closing in on death  
You can't help  
Not you guys  
Or all you sweet girls with all your sweet talk  
You can all  
Go take a walk  
And I guess  
I just don't know  
And I guess  
That I just don't know.  
  
I  
Wish that  
I was born a thousand years ago  
I  
Wish that  
I'd sailed the darkened seas  
On a great big clipper ship  
Going from this land here to that  
In a sailor's suit and cap  
Oh we're from the big city  
Where a man can not be free  
Of all the evils of this town  
And of himself  
And those around  
And I guess that I just don't know  
Oh well I guess that I just don't know.  
  
Heroine  
Be the death of me  
Heroine  
It's my wife and it's my life  
Because a mainer to my vain  
Leads to a center  
In my head  
And then I am better  
Off than dead  
  
Because when the smack  
Begins to flow  
I really don't care anymore  
About all the gin gins  
In this town  
And all the politicians  
Making crazy sounds  
And everybody putting  
Everybody else down  
And all the dead bodies  
Piled up in mounds  
  
Cuz when the smack  
Begins to flow  
I really don't care anymore  
When the heroine is in my blood  
And that blood is in my head  
Man thank God that I'm good as dead  
And thank your God that I'm not aware  
And thank God that I just don't care  
And I guess that I just don't know  
And I guess  
I just don't know

"
Doors,Hour For Magic,"Resident mockery give us an hour for magic  
We of the purple glove  
We of the starling flight and velvet hour  
We of Arabic pleasure's breed  
We of sundome and the night  
  
Give us creed to believe nights of lust  
Give us trust in The Night  
Give of color hundred hues a rich mandala for me and for you  
And for your silky pillowed house a head, wisdom  
And a bed  
Troubled decree resident mockery has claimed thee  
  
We used to believe in the good old days  
We still receive In little ways  
The things of Kindness  
And unsporting brow  
Forget and allow

"
Doors,House Announcer,"All right, wait a second.  
We have a long show, we have a hell of a show for you. A beautiful thing.  
All right, now look, look, we've...we've seen a lot of things happened in the
city,  
and everything's turned around. Everything's beautiful.  
Nobody thought we'd be able to bring the Doors here, and we did.  
But we've got a couple of thi... Wait a second man!  
Look, we've just got a couple of little things that we've gotta tell you
about.  
The fire-marshal is not gonna let this show go on,  
and I just had a long meeting with him, and man,  
this is no joke, you either gotta sit down, and you gotta go back to your
seats,  
you gotta make isles, and that's it man. You gotta move back.  
Hey look! Hey look!  
Wait a second, hold on! Let's have a little help, man.  
Come on, everybody go back to their seats. People are gonna get hurt up here,  
they're gonna pass out.  
Now we don't want that man, and the Doors don't want that either.  
Ladies and gentlemen, the Doors!  
Now hold it, we've gotta tune up.  
Hey Philadelphia!  
Do you feel all right?

"
Doors,House Of The Rising Sun,"There is a house in New Orleans  
They call the Rising Sun  
And it's been the ruin of many a poor boy  
And God, I know I'm one.  
  
My mother was a tailor  
She sewed my new blue jeans  
My father was a gambling man  
Down in New Orleans.  
  
Now, the only thing a gambler needs  
Is a suitcase and a trunk  
And the only time that he's satisfied  
Is when he's out on a drunk.  
  
Oh, Mother, tell your children  
Not to do what I have done.  
Spend your lives in sin and misery  
In the House of the Rising Sun.  
  
Well, I've got one foot on the platform,  
The other foot on the train  
I'm going back to New Orleans  
To wear that ball and chain.  
  
Well, there is a house in New Orleans  
They call the Rising Sun  
And it's been the ruin of many a poor boy  
And God, I know I'm one.

"
Doors,Hyacinth House,"What are they doing in the Hyacinth House?  
What are they doing in the Hyacinth House?  
To please the lions in this day  
  
I need a brand new friend who doesn't bother me  
I need a brand new friend who doesn't trouble me  
I need someone and who doesn't need me  
  
I see the bathroom is clear  
I think that somebody's near  
I'm sure that someone is following me, oh yeah  
  
Why did you throw the Jack of Hearts away?  
Why did you throw the Jack of Hearts away?  
It was the only card in the deck that I had left to play  
  
And I'll say it again, I need a brand new friend  
And I'll say it again, I need a brand new friend  
And I'll say it again, I need a brand new friend, the end

"
Doors,I Will Never Be Untrue,"I will never be untrue  
Do anything you would want me to  
Never stay out drinking  
no later than two  
(two thirty...)  
I will never treat you mean  
and I won't cause no kind of scene  
Tell you all the people  
all the places I have been  
I will always treat you kind  
try to give you peace of mind  
Only you tell me that you love me  
one more time  
Now darling  
please don't be sad  
Don't run off like that  
when you get mad  
Cause if you do  
you gonna lose  
the best friend  
that you ever had  
That's no lie...  
I will never be untrue  
Do everything you want me to do  
Bring all my loving all my money  
bring it all home to you

"
Doors,I'm A King Bee,"  
Well, I'm a king bee  
Buzzin' 'round your hive.  
Well I can make honey, baby.  
You gotta let me come inside.  
Well, I'm a king bee  
(King bee.)  
Buzzin' around your hive.  
(Hive.)  
Well I'm a king bee  
(King bee.)  
Buzzin' 'round your hive.  
(Hive.)  
I'm gonna make honey, baby.  
Let me come inside.  
(Yeah.)  
I am able  
(Able.)  
To buzz all night long.  
(All night long.)  
Yeah, I am able  
(Able.)  
To buzz all night long.  
(Long, all night long.)  
You hear me buzzin' baby.  
Some stingin' goin' on.  
(Ahhh...)  
Well I'm a king bee.  
(King bee.)  
Want you to be my queen.  
(Be my queen.)  
I'm a king bee, girl.  
(King bee.)  
Want you to be my queen.  
(Be my queen.)  
Together we can make honey  
The world have never seen.  
(Seen...)  
I got a stinger  
Long as my right arm.  
(My right arm.)  
I got a stinger, baby  
(Got a stinger.)  
Long as my right arm.  
(Long as my right arm.)  
It's my love machine, baby.  
It won't do you no harm.  
(Yeah...)  
Well I'm a king bee.  
(Well I'm a king bee.)  
Want you to be my queen.  
(Want you to be my queen.)  
Well I'm a king bee,  
(Well I'm a king bee, king bee.)  
Want you to be my queen.  
(Be my queen.)  
Together we can make honey  
The world have never seen.  
  
  

"
Doors,Lament,"Lament for my cock  
Sore and crucified  
I seek to know you  
Acquiring soulful wisdom  
You can open walls of mystery  
Strip show  
  
How to acquire death in the morning show  
TV death which the child absorbs  
Death well mystery which makes me write  
Slow train, the death of my cock gives life  
  
Forgive the poor old people who gave us entry  
Taught us god in the child's praye in the night  
  
Guitar player  
Ancient wise satyr  
Sing your ode to my cock  
  
Caress it's lament  
Stiffen and guide us, we frozen  
Lost cells  
The knowledge of cancer  
To speak to the heart  
And give the great gift  
Words Power Trance  
  
This stable friend and the beast of his zoo  
Wild haired chicks  
Women flowering in their summit  
Monsters of skin  
Each color connects  
To create the boat  
Which rocks the race  
Could any hell be more horrible  
Than now  
And real?  
  
I pressed her thigh and death smiled  
Death, old friend  
Death and my cock are the world  
I can forgive my injuries in the name of  
Wisdom Luxury Romance  
  
Sentence upon sentence  
Words are the healing lament  
For the death of my cock's spirit  
Has no meaning in the soft fire  
Words got me the wound and will get me well  
I you believe it  
  
All join now and lament the death of my cock  
A tongue of knowledge in the feathered night  
Boys get crazy in the head and suffer  
I sacrifice my cock on the alter of silence

"
Doors,L'america,"I took a trip down to L'America  
To trade some beads for a pint of gold  
I took a trip down to L'America  
To trade some beads for a pint of gold  
L'America, L'America, L'America  
L'America, L'America, L'America  
  
Come on people, don't you look so down  
You know the rain man is coming to town  
He'll change your weather, change your luck  
And it'll teach you how to  
Find yourself  
L'America  
  
Friendly strangers came to town  
All the people put them down  
But the women loved their ways  
Come again some other day  
Like the gentle rain  
Like the gentle rain  
That falls  
  
I took a trip down to L'America  
To trade some beads for a pint of gold  
I took a trip down to L'America  
To trade some beads for a pint of gold  
L'America, L'America, L'America  
L'America, L'America, L'America  
L'America

"
Doors,Land Ho!,"Grandma love a sailor  
who sailed the frozen sea.  
Grandpa was a whaler  
And he took me on his knee.  
  
He said, ""Son, I'm going crazy  
From livin' on the land.  
Got to find my shipmates  
And walk on foreign sands.""  
  
This old man was graceful  
With silver in his smile.  
He smoked a briar pipe and  
He walked four country miles.  
  
Singing songs of shady sisters  
And old time liberty.  
Songs of love and songs of death  
And songs to set men free.  
  
Yea!  
  
I've got three ships and sixteen men,  
A course for ports unread.  
I'll stand at mast, let north winds blow  
Till half of us are dead.  
  
Land ho!  
  
Well, if I get my hands on a dollar bill,  
Gonna buy a bottle and drink my fill.  
If I get my hands on a number five,  
Gonna skin that little girl alive.  
  
If I get my hand on a number two,  
Come back home and marry you, marry you, marry you.  
Alright!  
  
Land ho!

"
Doors,Light My Fire,"You know that it would be untrue  
You know that I would be a liar  
If I was to say to you  
Girl, we couldn't get much higher  
  
Come on baby, light my fire  
Come on baby, light my fire  
Try to set the night on fire  
  
The time to hesitate is through  
No time to wallow in the mire  
Try now we can only lose  
And our love become a funeral pyre  
  
Come on baby, light my fire  
Come on baby, light my fire  
Try to set the night on fire, yeah  
  
The time to hesitate is through  
No time to wallow in the mire  
Try now we can only lose  
And our love become a funeral pyre  
  
Come on baby, light my fire  
Come on baby, light my fire  
Try to set the night on fire, yeah  
  
You know that it would be untrue  
You know that I would be a liar  
If I was to say to you  
Girl, we couldn't get much higher  
  
Come on baby, light my fire  
Come on baby, light my fire  
Try to set the night on fire  
Try to set the night on fire  
Try to set the night on fire  
Try to set the night on fire

"
Doors,Lions In The Street,"Lions in the street and roaming  
Dogs in heat, rabid, foaming  
A beast caged in the heart of a city  
The body of his mother  
Rotting in the summer ground  
He fled the town  
He went down South and crossed the border  
Left the chaos and disorder  
Back there over his shoulder  
One morning he awoke in a green hotel  
With a strange creature groaning beside him  
Sweat oozed from it's shiny skin  
Is everybody in?  
The ceremony is about to begin

"
Doors,Little Red Rooster,"All right, listen now. At this time I would like to introduce a friend of
ours,  
a very talented guy named John Sebastian. Come on man.  
Man, that's what I call a New York joint, man!  
You can pick your teeth with a New York joint!  
Well, I'm the little red rooster  
Too lazy to crow the day.  
Little red rooster  
Too lazy to crow the day.  
Keep everything in the barnyard  
Upset in every way.  
  
Dogs begin to bark  
The hounds begin to howl.  
Dogs begin to bark and  
The hounds begin to howl.  
Look out strange cat people  
The rooster's on the prowl.  
  
Yeah, dogs begin to bark  
The hounds begin to howl.  
Dogs begin to bark  
The hounds begin to howl.  
Look out strange cat people  
Yeah, the rooster's on the prowl.  
  
If you see my rooster  
Come on man, drive him home.  
See my rooster, babe  
Come on man, drive him home.  
Ain't been no peace in the barnyard  
Since my little red rooster been gone.  
  
Well, I'm the little red rooster, babe  
Too lazy to crow the day.  
Well, I'm the little red rooster, babe  
Too lazy to crow the day.  
Keep everything in the barnyard  
Upset in every way.

"
Doors,Love Her Madly,"Don't ya love her madly  
Don't ya need her badly  
Don't ya love her ways  
Tell me what you say  
  
Don't ya love her madly  
Want to be her daddy  
Don't ya love her face  
Don't ya love her as she's walkin' out the door  
  
Like she did one thousand times before  
Don't ya love her ways  
Tell me what you say  
Don't ya love her as she's walkin' out the door  
  
All your love  
All your love  
All your love  
All your love  
All your love is gone  
  
So sing a lonely song  
Of a deep blue dream  
Seven horses seem to be on the mark  
Yeah, don't you love her  
Don't you love her as she's walkin' out the door  
  
All your love  
All your love  
All your love  
Yeah, all your love is gone  
  
So sing a lonely song  
Of a deep blue dream  
Seven horses seem to be on the mark  
Well, don't ya love her madly  
Don't ya love her madly  
Don't ya love her madly

"
Doors,Money,"You know the best things in live are free  
You can give it to the bears and bees  
I want some money  
Yeah yeah  
I want some money  
Yeah yeah  
  
You all give me such a thrill  
But your loving can't pay no bill's  
I want some money  
Yeah  
I want some money  
Yeah yeah  
One time  
  
You all give me such a thrill  
But your loving can't pay my bill's  
I want some money  
Yeah  
I want some money  
Yeah alright  
  
I want some money  
Give me some money  
More money babe  
I want some money  
Yeah yeah  
One more time  
  
I want some money  
More money babe  
Money  
I like some money  
I want some money  
Alright

"
Doors,Moonlight Drive,"Let's swim to the moon, uh huh  
Let's climb through the tide  
Penetrate the evenin' that the  
City sleeps to hide  
Let's swim out tonight, love  
It's our turn to try  
Parked beside the ocean  
On our moonlight drive  
Let's swim to the moon, uh huh  
Let's climb through the tide  
Surrender to the waiting worlds  
That lap against our side  
Nothin' left open  
And no time to decide  
We've stepped into a river  
On our moonlight drive  
Let's swim to the moon  
Let's climb through the tide  
You reach your hand to hold me  
But I can't be your guide  
Easy, I love you  
As I watch you glide  
Falling through wet forests  
On our moonlight drive, baby  
Moonlight drive  
Come on, baby, gonna take a little ride  
Down, down by the ocean side  
Gonna get real close  
Get real tight  
Baby gonna drown tonight  
Goin' down, down, down

"
Doors,Moonlight Drive (Including Horse Latitudes),"Let's swim to the moon, ah ha  
Let's climb through the tide  
Penetrate the evenin' that the  
City sleeps to hide  
Let's swim out tonight, love  
It's our turn to try  
Parked beside the ocean  
On our moonlight drive  
  
Let's swim to the moon, ah ha  
Let's climb through the tide  
Penetrate the evenin' that the  
City sleeps to hide  
  
Let's swim out tonight, love  
It's our turn to try  
Parked beside the ocean  
On our moonlight drive  
  
Let's swim to the moon  
Let's climb through the tide  
You reach your hand to hold me  
But I can't be your guide  
  
Easy, I to love you  
As I watch you glide  
Falling through wet forests  
On our moonlight drive  
Moonlight drive  
Moonlight drive  
  
Come on, baby, gonna take a little ride  
Goin' down by the ocean side  
Get real close  
Get real tight  
Baby gonna drown tonight  
Goin' down, down, down, down  
Goin' down  
Goin' down, way down  
Down, down, down, down, down  
Down, baby low  
Children of the caves will let the  
Secret fires glow  
  
When the still sea conspires an armor  
And her sullen and aborted  
Currents breed tiny monsters,  
True sailing is dead.  
  
  
Awkward instant  
And the first animal is jettisoned,  
Legs furiously pumping  
Their stiff green gallop,  
And head bob up  
Poise  
Delicate  
Pause  
Consent  
In mute nostril agony  
Carefully refined  
And sealed over.  
  
Easy, to love you  
As I watch you glide  
Yeah, we're falling through wet forests  
On our moonlight drive  
Moonlight drive  
Moonlight drive  
Moonlight drive  
  
Thank you, thank you!

"
Doors,My Eyes Have Seen You,"My eyes have seen you  
My eyes have seen you  
My eyes have seen you  
  
Stand in your door  
  
When we meet inside  
  
Show me some more  
Show me some more  
Show me some more  
  
My eyes have seen you  
My eyes have seen you  
My eyes have seen you  
  
Turn and stare  
  
Fix your hair  
  
Move upstairs  
Move upstairs  
Move upstairs  
  
My eyes have seen you  
My eyes have seen you  
My eyes have seen you  
  
Free from disguise  
  
Gazing on a city under  
  
Television skies  
Television skies  
Television skies  
  
My eyes have seen you  
My eyes have seen you  
  
Eyes have seen you  
  
Let them photograph your soul  
  
Memorize your alleys  
  
On an endless roll  
  
Endless roll  
Endless roll  
Endless roll  
Endless roll  
Endless roll

"
Doors,My Wild Love,"My wild love went ridin'  
She rode all the day  
She wrote to the devil  
And asked him to pay  
The devil was wiser  
It's time to repent  
He asked her to give back  
The money she spent  
My wild love went ridin'  
She rode to the sea  
She gathered together  
Some shells for her head  
She rode and she rode on  
She rode for a while  
Then stopped for an evenin'  
And lay her head down  
She rode on to Christmas  
She rode to the farm  
She rode to Japan  
And we entered a town  
By this time the river  
Had changed one degree  
She asked for the people  
To let her go free  
My wild love is crazy  
She screams like a bird  
She moans like a cat  
When she wants to be heard  
My wild love went ridin'  
She rode for an hour  
She rode and she rested  
And then she rode on  
Ride, c'mon

"
Doors,Newborn Awakening,"Gently they stir, gently rise  
The dead are newborn awakening  
With ravaged limbs and wet souls  
Gently they sigh in rapt funeral amazement  
Who called these dead to dance?  
Was it the young woman learning to play the ghost song on her baby grand?  
Was it the wilderness children?  
Was it the ghost god himself, stuttering, cheering, chatting blindly?  
I called you up to anoint the earth  
I called you to announce sadness falling like burned skin  
I called you to wish you well  
To glory in self like a new monster  
And now I call you to pray

"
Doors,Not To Touch The Earth,"Not to touch the earth  
Not to see the sun  
Nothing left to do, but  
Run, run, run  
Let's run  
Let's run  
House upon the hill  
Moon is lying still  
Shadows of the trees  
Witnessing the wild breeze  
C'mon baby run with me  
Let's run  
Run with me  
Run with me  
Run with me  
Let's run  
The mansion is warm, at the top of the hill  
Rich are the rooms and the comforts there  
Red are the arms of luxuriant chairs  
And you won't know a thing till you get inside  
Dead president's corpse in the driver's car  
The engine runs on glue and tar  
Come on along, not goin' very far  
To the East to meet the Czar  
Run with me  
Run with me  
Run with me  
Let's run  
Whoa!  
Some outlaws lived by the side of a lake  
The minister's daughter's in love with the snake  
Who lives in a well by the side of the road  
Wake up, girl, we're almost home  
Ya, c'mon!  
We should see the gates by mornin'  
We should be inside the evenin'  
Sun, sun, sun  
Burn, burn, burn  
Soon, soon, soon  
Moon, moon, moon  
I will get you  
Soon!, Soon!, Soon!  
I am the Lizard King  
I can do anything

"
Doors,People Are Strange,"People are strange when you're a stranger  
Faces look ugly when you're alone  
Women seem wicked when you're unwanted  
Streets are uneven, when you're down  
When you're strange  
Faces come out of the rain  
When you're strange  
No one remembers your name  
When you're strange  
When you're strange  
When you're strange  
People are strange when you're a stranger  
Faces look ugly when you're alone  
Women seem wicked when you're unwanted  
Streets are uneven when you're down  
When you're strange  
Faces come out of the rain  
When you're strange  
No one remembers your name  
When you're strange  
When you're strange  
When you're strange  
When you're strange  
Faces come out of the rain  
When you're strange  
No one remembers your name  
When you're strange  
When you're strange  
When you're strange

"
Doors,Queen Of The Highway,"She was a princess,  
Queen of the highway.  
Sign on the road said,  
""Take us to Madre.""  
  
No one could save her.  
Save the blind tiger.  
He was a monster,  
Black, dressed in leather.  
  
She was a princess,  
Queen of the highway.  
  
Now they are wedded,  
She is a good girl.  
Naked as children  
Out in the meadow.  
  
Naked as children,  
Wild as can be.  
Soon to have offspring.  
Start it all over.  
  
Start it all over.  
  
American boy, American girl.  
Most beautiful people in the world.  
Son of frontier Indian Swirl.  
Dancing through the midnight whirlpool  
Formless, hope it can  
Continue a little while  
Come on

"
Doors,Riders On The Storm,"Riders on the storm  
Riders on the storm  
Into this house we're born  
Into this world we're thrown  
Like a dog without a bone  
An actor out alone  
Riders on the storm  
  
There's a killer on the road  
His brain is squirmin' like a toad  
Take a long holiday  
Let your children play  
If ya give this man a ride  
Sweet FAMILY will die  
Killer on the road, yeah  
  
Girl ya gotta love your man  
Girl ya gotta love your man  
Take him by the hand  
Make him understand  
The world on you depends  
Our life will never end  
Gotta love your man, yeah  
  
Riders on the storm  
Riders on the storm  
Into this house we're born  
Into this world we're thrown  
Like a dog without a bone  
An actor out alone  
  
Riders on the storm  
Riders on the storm  
Riders on the storm  
Riders on the storm  
  
Riders on the storm  
Riders on the storm

"
Doors,Roadhouse Blues,"Ah keep your eyes on the road,  
Your hands upon the wheel.  
Keep your eyes on the road  
Your hands upon the wheel.  
Yeah, we're going to the roadhouse,  
Gonna have a real good-time.  
  
Yeah, the back of the roadhouse,  
They've got some bungalows.  
Yeah, the back of the roadhouse,  
They've got some bungalows.  
  
They dance for the people  
Who like to go down slow.  
  
Let it roll, baby, roll.  
Let it roll, baby, roll.  
Let it roll, baby, roll.  
Let it roll, all night long.  
  
Do it, Honey, do it!  
All right! Aee Yeah!  
  
You gotta roll, roll, roll,  
You gotta thrill my soul, alright.  
Roll, roll, roll, roll-a  
Thrill my soul.  
  
Ashen-Lady.  
Ashen-Lady.  
Give up your vows.  
Give up your vows.  
Save our city.  
Save our city.  
Ah, right now.  
  
Well, I woke up this morning  
And I got myself a beer.  
Well, I woke up this morning  
And I got myself a beer.  
  
The future's uncertain  
And the end is always near.  
  
Let it roll, baby, roll.  
Let it roll, baby, roll.  
Let it roll, baby, roll.  
Let it roll, all night long.

"
Doors,Rock Is Dead,"Hi, you lady, alright, babe, gonna love ya  
When I was just a little boy, ?bout the age of five  
I went to sleep, I heard my mama and papa talking  
She said, ""We got to stop that boy, he's gettin' too far out  
He's goin? wild, we gotta stop that child""  
And I lay there listening, feeling bad  
You know, people, I was feeling bad  
Mama didn't like the way I did my thing  
The old lady, she didn't get with that thing  
But my daddy was a sailor, get his head around  
And he said, ""Boy, you got to do it, son, get yourself intact  
You gotta love, love, love, love, love, my baby tonight  
Let me tell you, baby, ?bout the death of rock  
I used to be a boy in my home block  
Used to feel alone then I heard some news  
Bunch o?cats got the rockin? news  
You know I love my rock ?n? roll people  
You know we got some fun  
We gonna rock tonight, yeah c'mon  
Rock and roll is dead  
Rock and roll is dead  
Must be something else instead  
You got to lay right down and die, die, die, die yeah  
It?s all over baby, that's it  
We gotta go, we had some good times  
But it?s gone, it?s all over  
I got a few things on my chest, I got to get ?em off  
Now listen, listen, listen, listen, listen  
Now I don't want to hear no talk about no revolution  
And I swear to God I don't want to hear  
No talk about no constitution  
And in my frame of mind I am in no mood for  
No talk about no cremation  
The only thing I'm interested in  
I wanna have a good time  
I don't wanna hear no talk about no riots  
No demonstrations, no cacitritions, no impablermations  
There's only one thing I want to see  
That's some dancin?, we're gonna have some fun  
We're gonna have a good time, let's roll  
O boogie, all night long, yeah  
Rocky little woman, be my pal  
Gonna be the fool, gotta deep-dap-doo  
You gotta love, love, love ya baby little lotta-gita-do  
Yeah c'mon  
Yeah, wait a minute, wait a minute, wait a minute  
Wait a minute, now listen here people  
I'm talkin? about the death of rock and roll  
And who killed it  
I'm talkin? about the blues  
I'm talkin? about the news  
Have you heard, have you heard  
Have you heard the word?  
Rock is dead  
Rock is dead  
Now I didn't want to be the one to lay it on ya sweetheart  
But I used to be a little fellow traveler  
I used to think we had the whole thing sewed up, mama  
Then I realized, rock and roll is dying, baby  
I wanna see some fun  
I wanna see some hanging out  
I wanna see my people  
Non-political, arithmetical  
Transcendental, irathamadental  
Coolambindang bupalookanimbo  
Are you ready? Are you ready?  
Are you ready to sing the blues, my baby?  
Yeah, I like it real slow, I like it real bad  
I like to get myself together  
I love to hear you get undressed  
Naked woman, out of doors  
I don't care how loud you snore  
Sun goin? down, way out on the sea  
Here she comes, little girl, gonna set me free  
Alright c'mon, now one more time  
Yeah, tTrain a?ride, sixteen coaches long  
Train a?ride, sixteen coaches long  
Well, I got my baby  
Gonna get on the train and run, yeah  
Well, that big black train gonna get my baby  
Big black train, yeah, the big black train gonna get my love  
Gonna take her, gonna hug her, gonna, whoa  
Gonna love, love, love, love a dingo yeah, big black train  
Now when I got home, I heard my daddy say  
""You want a little piece? Do you want a little peace?  
Do you want a little soul? Do you want a little soul?""  
I could not help myself, I could not help myself  
I could not help, help, help  
I'm dyin?, I'm dyin?, I'm dyin?  
I'm die, die, digadigadoohdah, whoa  
It?s over, it?s over  
Have mercy, have mercy  
Have mercy on your poor son  
We had some good times  
We had a few good times  
But those good little times, you know where they are?  
They're absolutely, positively under the ground  
And as long as I got breath, the death of rock  
Is the death of me and rock is dead  
Well, we're dead, alright, yeah  
Rock is dead  

"
Doors,Rock Me,"Want you to rock me  
Rock me all night long  
Rock me baby  
Rock me all night long  
Want you to rock me  
'Till I sing my song  
  
See the sun goin' down  
Moon begin to rise  
See the sun goin' down  
Moon begin to rise  
Want you to rock me  
'Till I'm satisfied  
Let's rock awhile  
  
Sun goin' down  
Little moon begin to rise  
Sun goin' down  
Little moon begin to rise  
Want you to rock me, little darlin'  
'Till I'm satisfied  
Let's rock awhile  
  
See me comin', mama  
Bring out that old rockin' chair  
See me comin', mama  
Bring out your rocking chair  
No one's watching us  
And god knows, no one cares  
One more time  
  
Want you to rock me, baby  
Rock me all night long  
Rock me baby  
Rock me all night long  
You gotta rock me, little woman  
Rock me all night long

"
